Kommune;Adresse;Bygningsnavn;Fredningsaar;Opfoerelsesaar;beskrivelse
Randers;Frisenvoldvej 22;Frisenvold;1939;1800;Hovedbygningen inkl. den overdækkede veranda mod nord, beboelsesbygningen vest for denne og staldlængen (ca. 1800). Fredet 1939.
Randers;Gammel Hadsundvej 3;Hadsundvejens Skole;2003;1912;Hadsundvejens Skole, bestående af hovedbygningen, gymnastikbygningen og spærremuren med port samt retiradebygningen og skolegården (1912 af Johannes Mynster). Fredet 2003.
Randers;Hobrovej 84A;Randers Vandtårn;2017;1907;Vandtårnet med udskud på bagsiden (1907 af Jens Peter Jensen-Værum). Fredet 2017
Randers;Houmeden 2-4 og Rådhustorvet 1;Houmeden 2-4 og Rådhustorvet 1;1919;1850;Det enogtyvefags bindingsværksshus (ca. 1570) og sidebygningen med tilbygning (1850). Fredet 1919.*
Randers;Kirkegade 17;Kirkegade 17;1919;1620;Hjørnebygningen (ca. 1620). Fredet 1919.
Randers;Langå, over Gudenåen;Amtmand Hoppes Bro;1986;1905;Vejbroen af jernbeton over Gudenåen (1905 af Christiani & Nielsen). Fredet 1986.
Randers;Langå-broen mellem matr;nr;1998;1862;18b, Løjstrup og nr. 52, Langå. Langå-broen. Jernbanebroen med pladejernsdragere over Gudenåen (1862). Fredet 1998.
Randers;Mariagervej 261;Henrikseje;1950;1791;Hovedbygningen (1791), laden og gårdens østlænge. Fredet 1950.
Randers;Mariagervej 450;Hvidsten Kro;1987;1790;Krobygningen og den tidl. rejsestald (1790) og beboelseslængen, den fritliggende bygning syd for denne, det vinkelbyggede avlsgårdsanlæg samt tre fritliggende krobygninger (mellem 1925 og 1944 af Marius Fiil) nord for hovedanlægget nærmest Mariagervej. Fredet 1987.*
Randers;Middelgade 2;Svaneapoteket;1919;1802;Forhuset (1802 af Mathias Poulsen), de to sidehuse (det sydøstre ca. 1700, forhøjet ca. 1850) samt baghuset. Fredet 1919. Udvidet 1985. *
Randers;Møllestræde 8;Tinghuset;1988;1861;Tinghuset (1861-62 af Ferdinand Meldahl). Fredet 1988.
Randers;Nygade 2-6;Nygade 2-6;1919;1700;Forhuset (16- og 1700-tallet). Fredet 1919.*
Randers;Nørregade 7;Nørregade 7;1919;1770;Forhuset (ca. 1770, ombygget ca. 1800, hjørnehuset 1781). Fredet 1919.*
Randers;Oust Møllevej 27;Oust Møllegård;1954;1716;Stuehuset (1716) og laden (1700-tallet). Fredet 1954. *
Randers;Overgårdsvej 28;Overgård;1918;1540;Den trefløjede hovedbygning (1540'rne, vestfløjen 1700, tårnet forhøjet 1730). Fredet 1918.
Randers;Rosengade 1;Rosengade 1;1984;1850;Forhuset (1850) og baghuset (1853). Fredet 1984.*
Randers;Rådhusstræde 1;Randers Rådhus;1918;1778;Rådhusbygningen (1778-79 af Christian Mørup, spiret 1794). Fredet 1918.*
Randers;Rådhustorvet 7;Påskesønnernes Gård;1918;1460;Forhuset (ca. 1460). Fredet 1918.*
Randers;Rådmands Boulevard 20;Randers Statsskole;1986;1923;De fire fløje med to udløberfløje i syd og to i nord (1923-25 af Hack Kampmann s.m. Christian Kampmann og Johannes Frederiksen) samt omgivelserne. Fredet 1986, udvidet 2007.
Randers;Sandgade 11;Ridehuset;1988;1857;Ridehuset (1857 af Jens Peter Jensen Wærum). Fredet 1988.
Randers;Snaregade 2;Snaregade 2;1919;renæssance;Forhuset (renæssance). Fredet 1919.
Randers;Sognevej 22;Kousted Kirkelade;1964;middelalder;Kirkeladen (middelalder og senere). Fredet 1964.
Randers;Stationsvej 45;Spentrup Præstegård;1918;1794;Stuehus (1794-95). Fredet 1918.
Randers;Store Kirkestræde 2;Store Kirkestræde 2;1918;1626;Forhuset (bindingsværkshuset fra 1626, det grundmurede hjørnehus fra 1853). Fredet 1918.*
Randers;Storegade 11;Storegade 11;1919;1650;Forhuset (ca. 1650, ombygget 1741), det dermed sammenbyggede sidehus med svale (ca. 1650) samt baghuset (ca. 1800). Fredet 1919.*
Randers;Storegade 13;Niels Ebbesens Gård, Rådmand Jens Jensens Gård;1918;1643;Forhuset (de 10 sydligste fag 1643, de tre nordligste formentlig 1741), sidehus med svale (1643) med tilbygninger mod nord (ca. 1741), syd (ca. 1800) og øst (ca. 1750) samt det nord herfor beliggende halvtagshus og det med dette sammenbyggede toetages house (ca. 1575-1600, opr. hørende to Storegade 11). Fredet 1918.*
Randers;Strømmen 32;Strømmen Station;2005;1905;Strømmen Station (1905 af Heinrich Wenck) bestående af stationsbygning, pakhus og perron. Fredet 2005.
Randers;Støvringgårdvej 73 og 73 D;Støvringgård;1918;1745;Den firefløjede hovedbygning (sydfløj med tårn ved vestgavlen 1622, korshuset på sydfløjens sydside 1630, øst- og nordfløj 1745-46) med bro (1745 af Nicolaus Hinrich Rieman) og omgivende grave samt den enetages bygning ved broens sydvestre hjørne (1745 af Nicolaus Hinrich Rieman, ombygget og udvidet med to fag ca. 1810). Fredet 1918.*
Randers;Thorsgade 24, 26, 34 og 36;Thorsgade Kaserne;1988;1881;Den trefløjede mandskabsbygning, officersbygningen, gymnastiksalen og smedien (1881 af Jens Peter Jensen Wærum). Fredet 1988. *
Randers;Trudsholm Alle 10 (tidl;Vesterbro 40 og 44);1918;1651;Trudsholm. Den trefløjede hovedbygning (hovedfløjen 1651, kælderen under nordre sidefløj 1500-tallet) samt de omkring hovedbygningen og avlsgård liggende grave med tilhørende vold. Alle avlsbygninger omkring den store gårdsplads. Fredet 1918 *.
Randers;Udbyhøjvej 30-32;Nørrejyllands Tøjhus;1918;1801;På matr.nr. 1a: Bøssemagerbygningen, Laboratoriet, Vestre Kaserne, Underofficersboligen, Låseteknikerbygningen og Højestbefalendes Bolig, Arsenalbygningen i tre fløje, Bestyrerboligen, Østre Kaserne samt Vagt- og Marketenderibygningen, pigstensbelægningen og de fire stenborner med jernkæder placeret mellem Vagt- og Marketenderibygningen og Udbyhøjvej. På matr.nr. 1b: Krudthuset og volden omkring krudthuset. På matr.nr. 974e: hegnsmure med porte (Arsenalbygningen 1801-02, øvrige bygninger 1805, alle af Anders Kruuse). Fredet 1918. Udvidet 2003.*
Randers;Udbyhøjvej 496 A;Gjessinggård;1918;1747;Den trelængede hovedbygning (1747) med omgivende grave. Fredet 1918.
Randers;Vasevej 9;Fussingø;1918;1796;Hovedbygningen (ca. 1796-98). Fredet 1918.
Randers;Vestergade 35;Vestergade 35;1979;1731;Forhuset (1731). Fredet 1979.
Randers;Vestergrave 42;Store Rosengård;1919;1600;Forhuset (1600-tallet). Fredet 1919.
Randers;Vestergrave 44;Vestergrave 44;1919;1600;Forhuset (1600-tallet). Fredet 1919.
Randers;Vestergrave 48;Vestergrave 48;1919;1649;Forhuset (1649). Fredet 1919.*
Randers;Von Hattenstræde 7;Von Hattenstræde 7;1919;1799;Forhuset (1799). Fredet 1919.
Randers;Åbrovej 3;Langå Hospital, Christen Skeels Stiftelse;1970;1655;Hospitalsbygningen (ca. 1655). Fredet 1970.*
Randers;Østergade 19;Amtmandsboligen, Christineberg (tidl.);1919;1828;Forhuset (1828). Fredet 1919. *
Rebild;Buderupholmvej 34;Buderup Ødekirke;;romansk;Kirkens middelalderlige dele (skib og kor (romansk), tårn og våbenhus (senmiddelalder)).
Rebild;Buderupholmvej 44;Buderupholm;1918;1731;Den trelængede hovedbygning (1731). Fredet 1918.*
Rebild;Hjortholmvej 41;Albæk;1990;1750;Det trelængede anlæg bestående af stuehus (ca. 1750, ombygget 1800 og senere, senest 1961-62) og de to tidl. staldlænger (ca. 1850 og senere) samt de to lindetræer på gårdspladsen foran stuehusets indgangsparti. Fredet 1990.* Ændr. 2024.
Rebild;Randrupvej 9;Randrup;1918;1865;Hovedbygningens vestre længe (ca. 1550) med tårn (ca. 1570) og karnapper (fra før 1735), det søndre såkaldte italienske hus (ca. 1840) samt søndre og nordre sidelænger (1865 og 1869). Fredet 1918.*
Rebild;Roldvej 142-144;Nørlund;1918;1581;Den trefløjede hovedbygning med omgivende grave (1581-97). Fredet 1918.*
Rebild;Røde Møllevej 22;Regeringsanlæg Vest (Regan Vest);2014;1963;"Regeringsanlæg i Vestdanmark"", forkortet Regan Vest, (1963-68 af Forsvarets Bygningstjeneste) bestående af det underjordiske anlæg med indgangsparti, to udstødningstårne, to indsugningstårne og nødudgang over jorden, tjenestebolig med garage/udhus og havemur (1965 af Forsvarets Bygningstjeneste), til- og frakørselsvej til anlægget, den indhegnede forplads med perimeterhegn og låger, porttelefon og trappe fra tjenesteboligens have til indgangen. Fredet 2014"
Rebild;Sankt Jørgensvej 1;Gerding Præstegård;1988;1911;Hovedbygningen (1911), den tidl. staldbygning (ca. 1860), trapper, støttemure og træer ved hovedbygningernes facade samt hegnsmur med portportal og havelåge mellem de to bygninger. Fredet 1988.
Rebild;Svanfolkvej 1;Vorgård;1939;1550;Kælderen (1550-75) under østfløjen. Fredet 1939.
Rebild;Sverriggårdsvej 3;Skørping Station;1992;1869;Skørping Stations hovedbygning (1869, ombygget 1878 og 1898 af N.P. Holsøe) og Vandtårnet ved Skørping Station (1898). Fredet 1992.
Rebild;Ålborgvej 63;Lindenborg;1918;1583;Hovedbygningens søndre og østre fløj (søndre fløj 1583, østfløj formentlig 1616) med de nord, øst og syd for liggende grave. Fredning 1918.
Ringkøbing-Skjern;Brejninggårdsvej 12;Brejninggård;1918;1580;Hovedbygningen (ca. 1580). Fredet 1918.*
Ringkøbing-Skjern;Bundsbækvej 27;Bundsbæk Vandmølle;1977;1843;Stuehuset og den hermed sammenbyggede mølle (1843) med vandhjul og alt nagelfast mølleinventar samt mølledæmning, mølledam, møllesluse med stemmeværk og malekarm, bagløb med stensætninger indtil sammenløb med friløbet mod syd, frisluse med stemmeværk, turbine og fisketrappe, friløb indtil sammenløb med bagløbet samt markstensbelægninger foran og bag stuehus og møllebygning. Fredet 1977.* Udvidet 2011.
Ringkøbing-Skjern;Galgebjergvej 20, Hemmet;Gåsemandens Hus;1995;1924;Det firelængede husmandssted (slut. af 1800-tallet), laden (1924) og det dermed sammenbyggede motorhus nord for gården (1920). Fredet 1995.*
Ringkøbing-Skjern;Havnepladsen 2;Havnekontoret;2003;1906;Havnekontoret og det dermed sammenbyggede pakhus (1906 af Ulrik Plesner) samt flagstangen. Fredet 2003.
Ringkøbing-Skjern;Holmsland Klitvej 117;Holmsland Klitvej 117;2003;1810;Den firelængede klitgård (1810-1880) og gårdsplads. Fredet 2003.
Ringkøbing-Skjern;Holmsland Klitvej 203;Holmsland Klitvej 203;1998;1800;Den firelængede bondegård (midten af 1800-tallet), den pigstensbelagte gårdsplads samt det stråtækte udhus sydvest for gården. Fredet 1998.*
Ringkøbing-Skjern;Holmsland Klitvej 91;Nørre Lyngvig, Marie Fjords Gård;1971;1800;Den firelængede gård (beg. af 1800-tallet). Fredet 1971.*
Ringkøbing-Skjern;Husby Klitvej;Husby Klit Båke;1997;1884;Sømærket Husby Klit Båke (1884). Fredet 1997.
Ringkøbing-Skjern;Husby Klitvej 23;Bankgård (tidl;1971;1800;fejlagtigt Fjordgården). Den firelængede gård (ca. 1800) samt den omgivende og på gårdspladsen værende brolægning. Fredet 1971.
Ringkøbing-Skjern;Husby Klitvej 33;Husby Klitvej 33;2000;1922;Den firelængede klitgård (midten af 1800-tallet og 1912), den spånklædte lade (1922), udhuset (1922), de strandstensbelagte arealer (gårdsplads, portgennemkørsel og omgivende arealer) og møddingsmuren. Fredet 2000.*
Ringkøbing-Skjern;Husby Klitvej 5;Strandgården;1995;1875;Den firelængede bondegård (1875) med den brostensbelagte gårdsplads og stenpigningen langs bygningernes yderside. Fredet 1995. *
Ringkøbing-Skjern;Nørredige 3 A;Ringkøbing Station;1993;1875;Hovedbygningen med perrontag og kældernedgangsbygning samt toiletbygning (1875 af N.P. Holsøe). Fredet 1993.
Ringkøbing-Skjern;Nørredige 7;Pakhuset, Ringkøbing Station;1993;1875;Pakhuset (1875 af N.P.C. Holsøe). Fredet 1993
Ringkøbing-Skjern;Skjern Station;Vandtårnet ved Skjern Station;1981;1874;Vandtårnet (1874 af N.P. Holsøe). Fredet 1981.
Ringkøbing-Skjern;Stauningvej 56;Stauning Præstegård;1918;1789;Det gamle stuehus (1789). Fredet 1918.
Ringkøbing-Skjern;Sønder Klitvej 142;Haurvig Båke;1998;;Sømærket Haurvig Båke. Fredet 1998.
Ringkøbing-Skjern;Sønder Klitvej 250 A;Fiskergården, Bjerregård;1988;1825;Den firelængede gård (1825). Fredet 1988.
Ringkøbing-Skjern;Sønder Klitvej 282;Sønder Klitvej 282;1995;1800;Den tolængede, grundmurede, stråtækte gård (slutn. 1800-tallet). Fredet 1995.*
Ringkøbing-Skjern;Sønder Klitvej 72;Haurvig Redningsstation;1995;1887;Redningsstationen bestående af bådhuset (1887), raketapparatbygningen (1882) og telefonhuset. Fredet 1995.
Ringkøbing-Skjern;Sønder Klitvej 84;Haurvig;1988;1865;Den firelængede gård med gårdsplads (1865). Fredet 1988.
Ringkøbing-Skjern;Sønder Klitvej 87;Abelines Gård;1974;1871;Den firelængede gård (1871) med brolægning på gårdspladsen og langs længernes ydersider. Fredet 1974.*
Ringkøbing-Skjern;Søndergade, Hvide Sande;Åregab Båke;1997;1884;Sømærket Åregab Båke (1884). Fredet 1997.
Ringkøbing-Skjern;Torvet 18;Hotel Ringkøbing;1919;1600;Forhuset og det hermed sammenbyggede sidehus på fem fag mod Torvegade (1600-tallet og senere). Fredet 1919. Udvidet 1978.*
Ringkøbing-Skjern;Torvet 20;Den gamle Borgmestergård;1919;1807;Forhuset (1807). Fredet 1919. Udvidet 1978.*
Ringkøbing-Skjern;Vedersø Klit;Vedersø Klit Båke;1997;1884;Sømærket Vedersø Klit Båke (1884). Fredet 1997.
Ringkøbing-Skjern;Velling Kirkeby 1;Velling Præstegård;1984;1832;Stuehuset med sidelænge (1832). Fredet 1984.*
Ringkøbing-Skjern;Vester Strandgade 33;Vester Strandgade 33;1980;1872;Forhuset og det hermed sammenbyggede sidehus (1872). Fredet 1980.
Ringkøbing-Skjern;Vester Strandsbjerg 1;Den gamle Toldbod;1983;1834;Hjørneforhuset (1834 formentlig af Jørgen Hansen Koch). Fredet 1983.*
Ringkøbing-Skjern;Øster Strandgade 13;Øster Strandgade 13;1980;1867;Forhuset (1867-78). Fredet 1980.*
Ringsted;Sankt Bendtsgade 1;Ringsted Rådhus;1995;1936;"Rådhuset (1936-37 og udv. 1962 af Steen Eiler Rasmussen) og dets nære omgivelser bl.a. med skulpturen ""Valdemar den Store"" (1936-37 af Johannes Bjerg). Fredet 1995."
Ringsted;Sankt Bendtsgade 5;Det Mahlerske Hus;1924;1860;"Det østlige forhus (""Det Mahlerske hus"" 1860'erne) og det vestlige forhus (acciseboden 1700-tallet). Fredet 1924."
Ringsted;Sigerstedvej 109;Sigerstedvej 109;1991;1830;Bindingsværkshuset (ca. 1830). Fredet 1991.*
Ringsted;Skjoldenæsvej 106;Skjoldenæsholm;1918;1665;"Den trefløjede hovedbygning (ca. 1665; hovedfløj: 1763, måske ved Philip de Lange; ombygget 1803 og senere). Fredet 1918.*"
Ringsted;Skjoldenæsvej 136;Laurentziuslund;1985;1820;Den firelængede bindingsværksgård (ca. 1820) samt brolægningen omkring ejendommens bygninger. Fredet 1985.*
Ringsted;Valsømaglevej 134;Den tidl;1971;1700;Klokkerbolig. Den trelængede bindingsværksgård (beg. af 1700-tallet). Fredet 1971.*
Ringsted;Vigersted Bygade 33 (Vigerstedvej 2 A);Vigersted Kirkelade (Vigersted Tiendelade);1964;middelalder;Kirkeladen (middelalder og senere). Fredet 1964.*
Roskilde;Algade 13;Hotel Prindsen;1980;1875;Hovedbygningen mod Algade samt tilbygningen mod Rosenhavestræde (1875-76 af Ove Petersen). Fredet 1980.*
Roskilde;Algade 15 A og G;Bryggergården;1979;1650;Forhuset (ca. 1650) og den del af sidehuset mod Rosenhavestræde, der er i bindingsværk. Fredet 1979.
Roskilde;Algade 3;Algade 3;1919;middelalder;Forhusets kælder (middelalder). Fredet 1919.
Roskilde;Birkede-Dåstrup (Møllevej) og Birkede-Søster Svenstrup (Birkede Brovej);Jernbanebroer (2 stk.) ved Birkede;1981;1853;De to jernbanebroer over vestbanen på vejstrækningerne Birkede-Dåstrup (ca. 1920) og Birkede-Søster Svenstrup (1853) henholdsvis 44,185 og 44,635 km. fra København. Fredet 1981.
Roskilde;Bondetinget 17;Bondetinget 17;1979;1600;Forhuset (ca. 1600). Fredet 1979.*
Roskilde;Bondetinget 19;Bondetinget 19;1979;1851;Forhuset (1851). Fredet 1979.*
Roskilde;Bondetinget 4;Bondetinget 4;1978;1844;Forhuset og de to dermed sammenbyggede sidehuse (1844 af G.F. Hetsch). Fredet 1978.*
Roskilde;Boserupvej 2;Sankt Hans Hospital, Kurhuset;1944;1851;Kurhuset (1851 af Gottlieb Bindesbøll). Fredet 1944.
Roskilde;Bredgade 2 A;Duebrødre Kloster;1964;1841;Bygningen mod Bredgade med gavl mod Allehelgensgade (1841). Fredet 1964.
Roskilde;Byvolden 25 A-B;Kastellet;1986;1900;"Villaen (1900 af Gustav Wied), det lille bindingsværkshus ""Enkesædet"", den nordre bygning ""Kavalerfløjen"" med havemur, haven og mindelunden med 28 mindestøtter i cement. Fredet 1986.*"
Roskilde;Domkirkepladsen 1;Statsskolen;1924;1842;Forbygningen (1842 af Jørgen Hansen Koch). Fredet 1924.*
Roskilde;Domkirkepladsen 2;Meyercrones Stiftelse;1978;1833;Den gulkalkede bygning (1833), havemuren mod Regensstien og Domkirkepladsen og det stensatte gærde langs Provstestræde. Fredet 1978. Udvidet 1984.*
Roskilde;Domkirkepladsen 4;Domprovstegården;1964;1843;Hovedbygningen (1843) med bindingsværksstaldbygningen og stendige mod Provstestræde, samt den middelalderlige kælder under den søndre sidefløj. Fredet 1964. Udvidet 1987.*
Roskilde;Domkirkestræde 10;Konventhuset (tidl;1924;1858;Stiftsbiblioteket). Det middelalderlige stenhus med tilbygning (1858-59 af Ferdinand Meldahl). Fredet 1924.*
Roskilde;Dronning Margrethes Vej 1 (tidl;Frederiksborgvej 2);1983;;Klosterkilden. Den stensatte kildegrotte med kildebrønd. Fredet 1983.
Roskilde;Havnevej 17 A;Sankt Clara Mølle;1980;1831;Det enetages beboelseshus nordligst på grunden (1831). Fredet 1980.*
Roskilde;Havnevej 25;Rings Villa;2001;1913;Villaen (1913-14 af Andreas Clemmensen) og smedejernshavelågen med granitborner. Fredet 2001.
Roskilde;Hejnstrupvej 35;Hejnstrupgård;1959;1780;Hovedbygningen og nordre staldlænge (1780). Fredet 1959.*
Roskilde;Jernbanegade 1 A;Roskilde Jernbanestation;1964;1847;Stationens hovedbygning (1847 af arkitekt J.F. Meyer). Fredet 1964.*
Roskilde;Maglekildevej;Maglekilde;1979;;Den stensatte opbygning om Maglekildes udspring. Fredet 1979.
Roskilde;Møllevej 16;Den tidl;2000;1914;Birkede Skole. Den tidl. Birkede Skole, udhuset (begge 1914) samt de seis lindetræer. Fredet 2000.*
Roskilde;Ringstedgade 3;Farvergården;1979;1857;Forhuset (1857 af Mathias Brock, ombygget i 1860'erne af H.S. Sibbern). Fredet 1979.*
Roskilde;Ringstedgade 76 A-78 og Møllehusene 5-19 (tidl;Ringstedgade 80);1964;1849;De Danske Spritfabrikker Roskilde. Hovedbygningen med fritliggende sidebygning (1849) og whiskyfabrikken (1881 af Martin Borch, tilbygget 1885 og 1914). Fredet 1964. Udvidet 1990 og 2017.*
Roskilde;Sankt Ibsvej 12;Roskilde Gasværk;1994;1863;Hovedbygningen (1863, om- og tilbygget 1899 og 1930). Fredet 1994.
Roskilde;Sankt Ibsvej 2 og Frederiksborgvej 31;Sankt Ibs Kirke;1987;;Middelalderlige dele af kirkebygningen. Fredet 1987.
Roskilde;Sankt Olsgade 18 og Sankt Olsstræde 1;Sukkerhuset, Liebes Gård, Museum;1919;1804;Forhuset (1804) og den som sukkerraffinaderi opførte bygning langs Sankt Olsstræde (1763). Fredet 1919. Udvidet 1978.*
Roskilde;Sankt Peders Stræde 8A-E;Roskilde Jomfrukloster;1918;1907;Den gamle fløj (ca. 1550, istandsat 1670), tilbygningen to klosteret (1907 af Jens Ingwersen), forvalterboligen (1916 af Jens Ingwersen), haven, havemuren og gårdspladsen. Fredet 1918. Udvidet 1988.*
Roskilde;Skolegade 3;Rektorbolig;1945;1821;Hovedbygningen med sidelænger (1821 af Peder Malling). Fredet 1945.*
Roskilde;Skolegade 5, 7 og 9 og Lille Maglekildestræde 2;Webers Gaard;1919;1700;Forhuset (Skolegade 7-9) i en etage og det med dette sammenbyggede baghus (1700-tallet af Lorenz Weber) samt hjørnebebyggelsen (Skolegade 5/ Lille Maglekildestræde 2) bestående af den toetages beboelsesbygning mod øst (1700-tallet af Lorenz Weber) og den med denne toetages sammenbyggede, vest derfor liggende enetages bygning, oprindelig beboelse med værksted (1839 af Lorenz Weber). Fredet 1919. Udvidet 1996.*
Roskilde;Skovbogade 43 A og C;Remiseanlægget ved Roskilde Station;1992;1898;Vestre ringremise (1898) og østre ringremise med mellembygning (ca. 1920), vandrensningsbygning (1898), drejeskiven med sporanlæg (1898) og vandkranen. Fredet 1992.
Roskilde;Smedestræde 1;Jyllinge Smedie;1990;1800;Smedjelængen, den tidl. smedebolig med stald- og udhustilbygning (ca. 1800) samt de stenlagte arealer ved længerne. Fredet 1990.*
Roskilde;Store Gråbrødrestræde 12 B;Kapellet på Gråbrødre Kirkegård;2000;1856;Gråbrødre Kirkegårds Kapel (1856-57 af Henning Wolff og Ferdinand Meldahl m.fl.) samt kirkegårdens ringmur (1853 af Ferdinand Meldahl) og indgangsportal (1853 af Henning Wolff). Fredet 2000.
Roskilde;Store Valbyvej 276;Østrupgård;1959;1819;Hovedbygningen (1819). Fredet 1959.
Roskilde;Stændertorvet 1;Sankt Laurentius' Tårn, Rådhustårnet;1918;1500;Tårnet fra den nedbrudte Sankt Laurentii kirke med trappehus på sydsiden (ca. 1500) og tilbygget nygotisk forhal mod øst. Fredet 1918.
Roskilde;Stændertorvet 3 A-E;Palæet;1918;1733;Hovedbygning med sidebygninger (1733 af Lauritz de Thurah), vestfløjen (1736 af Lauritz de Thurah) med rester af vestmuren af den tidl. bispegårds hovedbygning (ca. 1100), sydfløjen (portfløjen) med fremspringende bindingsværksfløje, østfløjen (begge 1736 af Lauritz de Thurah), forbindende arkader i de fire hjørner samt forbindelsesgang mellem hovedbygningen og domkirke (ca. 1200), Palæhaven og den omgivende mur mod Stændertorvet, Fondens Bro og Domkirkepladsen. Fredet 1918. Udvidet 2014.
Roskilde;Stændertorvet 3 F;Den gamle Husarstald;1918;1700;Den 52 fag lange bindingsværksbygning (1700-tallet). Fredet 1918.
Roskilde;Tuttesti;Sankt Hans Kilde;1976;;Den stensatte indramning af kildeudløbet med tilhørende brolægning med rendestensbræt og to flankerende bænke. Fredet 1976.
Roskilde;Østermarken 4;Bukkehøjgård;1997;1800;Den firelængede bondegård og den fritliggende svinestald (før 1800) samt den brostensbelagte gård og stendigerne på ejendommen. Fredet 1997.
Rudersdal;Attemosevej 170;Gl;1918;1756;Holtegård. Hovedbygningen (1756-57 af Lauritz de Thurah). Fredet 1918.
Rudersdal;Attemosevej 53;Attemosevej 53;2008;1970;Villaen med brolagt forplads, terrasse samt swimmingpool med badehus (1970 af Gehrdt Bornebusch). Fredet 2008.
Rudersdal;Baneskellet 64-70 og 72-78;De to tidl;2001;1908;portørboliger ved Vedbæk Station. De to tidl. portørboliger med udhuse (1908 af Christian Brandstrup og Holger Rasmussen). Fredet 2001.*
Rudersdal;Bøllemosevej 4-6 og Skodsborgparken 19-21;Skodsborg Station;1992;1897;Hovedbygning vest, med omgivende træloggia, toiletbygningen vest, udhus og rødmalet stakit mellem hovedbygning og udhus (1897 af Heinrich Wenck) samt hovedbygningen øst og toiletbygningen øst (1897 af Heinrich Wenck). Fredet 1992.
Rudersdal;Dronninggårds Allé 124-140;Næsseslottet, Dronninggård;1918;1783;"Hovedbygningen (1783 af Andreas Kirkerup) og monumenterne i parken: søjlen for handel og søfart (1784 af C.F. Stanley), obelisken (1784 af Johannes Wiedewelt), den store vase med bukkehoveder og vinranker (af Johannes Wiedewelt), den lille vase med vindrueklaser (muligvis af Johannes Wiedewelt) og soluret, de to pavilloner (ca. 1900 af Axel Berg) og staldbygningen (ca. 1900 af Axel Berg) på mnr. 1 axd*; remisebygningen (1783, senere ombygget), muren nord for køkkenhaven (1783), gartnerboligen (ca. 1783, ombygget ca. 1900 af Axel Berg), pavillonen syd for gartnerboligen (ca. 1840-60 formentlig af G.F. Hetsch) samt monumentet ""Til ære for venskabet"" ved lågen i den østlige ende af køkkenhaven (1785, C.F. Stanley) på mnr. 1 ku*; de to brohuse (ca. 1783, later ombygget), udhuset i haven til det sydlige brohus og monumentet ""Eremittens farvel"" (ca. 1785, C.F. Stanley) ved indgangspartiet ved brohusene på mnr. 1e; samt parkanlægget på mnr. 1axd og 1ku og den del af 1e, der ligger på Næsset."" Fredet 1918. Udvidet 1954, 1990"
Rudersdal;Dronninggårds Allé 42;Dronninggårds Allé 42;2001;1953;Villaen og det åbne areal herunder (1953 af Jørn Utzon). Fredet 2001.*
Rudersdal;Frederikslundsvej 21;Frederikslund;1978;1804;Hovedbygningen (ca. 1804 af Joseph-Jacques Ramée). Fredet 1978.*
Rudersdal;Frydenlunds Allé 9-21;Frydenlund;1918;1793;Hovedbygningen samt side- og indkørselsbygninger (1793-95 muligvis af J.H. Rawert). Fredet 1918.
Rudersdal;Gammel Dronninggårds Allé 3 og 6;Lågepiller ved Gammel Dronninggårds Allé 3 og 6;1964;1780;De to lågepiller, tidligere hørende til Næsseslottet (1780'erne). Fredet 1964.
Rudersdal;Geelsvej 10;Geelsvej 10;2026;1954;Huset med mur samt omgivende have (1954 af Arne Jacobsen). Fredet 2026.
Rudersdal;Granholmen 9-44, 46-47, Parcelvej 26A-42B (lige numre) og Vejlemosevej 38-66 (lige numre);Parcelgården;2015;1950;Rækkehusbebyggelsen Parcelgården med 66 rækkehuse, garagebygninger og veje, stier, ankomstpladser, fællesarealer samt afgrænsningen af de private haver. (1950-54 af Palle Suenson og C.Th. Sørensen). Fredet 2015
Rudersdal;K-F Nærum og Omegn 1-50 (tidl;Nærumgårdsvej 73);1991;1949;De Ovale Haver. Kolonihaveparken (1949 af C.Th. Sørensen). Fredet 1991.
Rudersdal;Kastanievej 16;Kastanievej 16;2021;1933;Villaen (1933 af tømrermester L.V. Sørensen) med have (1979 af landskabsarkitekt C.Th. Sørensen). Fredet 2021*
Rudersdal;Kildevej 8, Holte;Fredensdal;1983;1824;De to bygninger (1824), haveanlægget med inventar og skrænten med grotten mellem haven og Søllerød sø. Fredet 1983.*
Rudersdal;Lyngskrænten 5;Lyngskrænten 5;2022;1987;Villaen med carport (1987 af Tage Lyneborg) samtvandhaven og haven (1987 af Cornelia Zibrandtsen i samarbejde med Tage Lyneborg). Fredet 2022
Rudersdal;Norske Allé 15;Villa Kathus;2000;1968;Villaen med garage, terrasser, læmure, trapper, flisebelægninger og trædesten (1968 af Bertel Udsen) samt haveanlægget foran hovedindgangen og de tre løvtræer. Fredet 2000.*
Rudersdal;Paradisvænget 24;Paradisvænget 24;2012;1972;Villaen med garage (1972 af Knud Holscher) og alle dele af haven (1972 af Svend Kierkegaard). Fredet 2012. *
Rudersdal;Raadvad 46-50;Raadvad 46-50;1983;1879;Hele området med alle bygninger og anlæg, herunder fabriksbygningerne nord for Nordre Mølleå (1879 ff), den tidligere staldbygning samt vognporten i bindingsværk i gården bag fabrikken. Fredet 1983.*
Rudersdal;Raadvad 52;Raadvad Kro;1983;1891;Kroens hovedbygning med side- og bagbygning (1891, facaden ændret ca. 1914). Fredet 1983.
